ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SYR,Syria,"Inflation, average consumer prices",Index,,,100,103.401,102.866,108.829,113.653,121.882,134.546,140.839,162.179,166.726,174.059,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SYR,Syria,Unemployment rate,Percent of total labor force,,,13.483,8.171,11.672,10.781,12.288,8.089,8.182,8.406,10.924,8.139,8.613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SYR,Syria,Population,Persons,Millions,,16.511,16.961,17.438,17.952,18.512,19.121,19.596,20.083,20.581,21.092,21.393,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TWN,Taiwan Province of China,"Gross domestic product, constant prices",National currency,Billions,,"9,731.21","9,570.58","10,074.34","10,443.99","11,090.47","11,612.09","12,243.47","12,975.99","13,070.68","12,834.05","14,215.07","14,810.74","15,029.86","15,346.37","15,828.61","16,445.11","17,134.40","17,880.31","18,676.13","19,515.47"
TWN,Taiwan Province of China,"Inflation, average consumer prices",Index,,,89.822,89.815,89.635,89.387,90.827,92.923,93.478,95.159,98.514,97.655,98.595,100.002,101.933,102.742,104.18,106.264,108.389,110.557,112.768,115.023
TWN,Taiwan Province of China,Unemployment rate,Percent of total labor force,,,2.99,4.57,5.17,4.99,4.44,4.13,3.91,3.91,4.14,5.85,5.21,4.39,4.24,4.18,4.2,4.1,4,4,4,4
TWN,Taiwan Province of China,Employment,Persons,Millions,,9.492,9.383,9.454,9.573,9.786,9.942,10.111,10.294,10.403,10.279,10.493,10.709,10.86,10.967,11.207,11.421,n/a,n/a,n/a,n/a
TWN,Taiwan Province of China,Population,Persons,Millions,,22.277,22.406,22.521,22.605,22.689,22.77,22.877,22.958,23.037,23.12,23.162,23.225,23.316,23.374,23.431,23.489,23.547,23.606,23.664,23.723
TJK,Tajikistan,"Gross domestic product, constant prices",National currency,Billions,,0.075,0.082,0.09,0.099,0.109,0.117,0.125,0.134,0.145,0.151,0.161,0.172,0.185,0.199,0.211,0.224,0.236,0.25,0.264,0.28
TJK,Tajikistan,"Inflation, average consumer prices",Index,,,242.425,335.981,377.062,438.733,470.347,504.572,554.874,627.941,756.222,805.457,857.511,964.032,"1,019.91","1,071.26","1,129.35","1,196.53","1,274.39","1,356.88","1,438.29","1,524.59"
TJK,Tajikistan,Population,Persons,Millions,,6.25,6.376,6.507,6.64,6.78,6.92,7.064,7.216,7.374,7.53,7.616,7.801,7.964,8.132,8.302,8.477,8.655,8.836,9.022,9.211
TZA,Tanzania,"Gross domestic product, constant prices",National currency,Billions,,"8,585.34","9,100.28","9,752.18","10,423.74","11,239.73","12,068.09","12,881.16","13,801.92","14,828.35","15,721.30","16,828.56","17,913.80","19,155.77","20,489.75","21,964.31","23,502.10","25,173.85","26,927.83","28,771.92","30,747.08"
TZA,Tanzania,"Inflation, average consumer prices",Index,,,100,105.147,109.937,114.806,119.558,124.769,133.816,143.22,157.938,177.118,189.855,213.95,248.184,267.715,281.707,295.791,310.579,326.107,342.411,359.53
TZA,Tanzania,Population,Persons,Millions,,33.68,34.582,35.284,35.985,36.787,37.589,38.638,39.686,40.735,41.783,42.832,43.88,44.929,46.277,47.665,49.095,50.568,52.085,53.647,55.257
THA,Thailand,"Gross domestic product, constant prices",National currency,Billions,,"3,008.40","3,073.60","3,237.04","3,467.85","3,686.86","3,858.02","4,054.50","4,259.03","4,364.83","4,263.14","4,596.11","4,599.66","4,898.19","5,038.84","5,164.59","5,359.73","5,616.64","5,882.31","6,146.94","6,421.90"
THA,Thailand,"Inflation, average consumer prices",Index,,,74.506,75.71,76.24,77.615,79.763,83.386,87.259,89.208,94.075,93.275,96.334,100.003,103.018,105.269,107.656,109.92,112.272,114.518,116.808,119.144
THA,Thailand,Unemployment rate,Percent of total labor force,,,n/a,1.8,1.4,1.5,1.5,1.858,1.517,1.364,1.372,1.5,1.05,0.658,0.675,0.725,0.7,0.8,0.9,1,1,1
THA,Thailand,Population,Persons,Millions,,61.879,62.936,63.461,64.014,65.082,65.134,65.28,65.74,66.321,66.88,67.275,67.584,67.892,68.229,68.554,68.866,69.166,69.454,69.729,69.991
TLS,Timor-Leste,"Gross domestic product, constant prices",National currency,Billions,,0.538,0.626,0.584,0.571,0.573,0.611,0.591,0.66,0.757,0.853,0.934,1.047,1.144,1.24,1.353,1.472,1.618,1.786,1.972,2.151
TLS,Timor-Leste,"Inflation, average consumer prices",Index,,,96.535,100,104.087,112.432,114.917,117.016,121.863,132.824,142.984,143.154,149.596,167.099,188.972,209.003,228.754,247.169,264.594,281.263,297.577,315.431
TLS,Timor-Leste,Population,Persons,Millions,,0.897,0.909,0.922,0.936,0.952,0.97,0.989,1.01,1.034,1.06,1.089,1.12,1.153,1.187,1.223,1.259,1.297,1.336,1.376,1.417
TGO,Togo,"Gross domestic product, constant prices",National currency,Billions,,920.342,905.37,897.021,941.463,961.413,972.762,"1,012.18","1,035.37","1,060.00","1,097.10","1,141.75","1,196.45","1,267.19","1,338.52","1,418.66","1,503.81","1,595.81","1,688.36","1,781.22","1,873.85"
TGO,Togo,"Inflation, average consumer prices",Index,,,79.237,82.342,84.862,84.073,84.403,90.128,92.14,93.009,101.109,104.878,106.385,110.17,113.078,115.339,118.8,122.007,125.057,128.184,131.363,134.647
TGO,Togo,Population,Persons,Millions,,4.849,4.997,5.138,5.275,5.414,5.555,5.696,5.84,5.987,6.144,6.306,6.472,6.643,6.818,6.998,7.182,7.372,7.566,7.765,7.97
TON,Tonga,"Gross domestic product, constant prices",National currency,Billions,,0.669,0.69,0.71,0.72,0.728,0.73,0.709,0.7,0.718,0.741,0.764,0.778,0.783,0.791,0.804,0.818,0.832,0.847,0.861,0.876
TON,Tonga,"Inflation, average consumer prices",Index,,,46.873,50.936,56.205,62.523,69.289,75.213,79.805,85.698,92.086,95.333,99.018,103.585,106.779,110.2,114.541,119.822,125.884,132.658,140.129,148.371
TON,Tonga,Population,Persons,Millions,,0.099,0.1,0.1,0.101,0.101,0.101,0.102,0.102,0.102,0.103,0.103,0.103,0.103,0.104,0.104,0.104,0.104,0.105,0.105,0.105
TTO,Trinidad and Tobago,"Gross domestic product, constant prices",National currency,Billions,,51.371,53.512,57.759,66.1,71.355,75.786,85.795,89.874,92.921,88.842,89.029,86.731,87.811,89.237,91.18,93.173,94.766,96.252,97.755,99.321
TTO,Trinidad and Tobago,"Inflation, average consumer prices",Index,,,100,105.5,109.931,114.117,118.365,126.515,137.037,147.848,165.662,178.218,197.016,207.071,226.254,238.019,249.452,259.43,269.808,280.6,291.824,303.497
TTO,Trinidad and Tobago,Unemployment rate,Percent of total labor force,,,12.131,10.8,10.4,10.5,8.4,8,6.2,5.6,4.6,5.3,5.9,5,4.8,5,5,5,5,5,5,5
TTO,Trinidad and Tobago,Population,Persons,Millions,,1.268,1.272,1.278,1.284,1.29,1.297,1.303,1.31,1.316,1.323,1.328,1.333,1.337,1.344,1.351,1.358,1.364,1.371,1.378,1.385
TUN,Tunisia,"Gross domestic product, constant prices",National currency,Billions,,33.785,35.423,36.025,37.996,40.261,41.871,44.239,47.008,49.133,50.661,52.136,51.126,52.967,54.397,56.029,58.55,61.186,63.94,66.818,69.827
TUN,Tunisia,"Inflation, average consumer prices",Index,,,88.412,90.169,92.609,95.132,98.576,100,104.143,107.724,113.017,117.006,122.165,126.491,133.523,141.661,149.435,156.923,163.472,170.064,176.922,184.057
TUN,Tunisia,Unemployment rate,Percent of total labor force,,,15.691,15.126,15.263,14.514,14.237,12.819,12.511,12.397,12.442,13.29,13,18.3,17.6,16.7,16,15,14,13,12,12
TUN,Tunisia,Population,Persons,Millions,,9.553,9.651,9.749,9.84,9.932,10.029,10.128,10.225,10.329,10.44,10.547,10.674,10.778,10.918,11.06,11.203,11.349,11.496,11.646,11.797
TUR,Turkey,"Gross domestic product, constant prices",National currency,Billions,,72.436,68.309,72.52,76.338,83.486,90.5,96.738,101.255,101.922,97.003,105.886,115.175,117.675,122.723,125.505,129.348,133.83,138.494,143.32,148.314
TUR,Turkey,"Inflation, average consumer prices",Index,,,35.64,54.973,79.785,100.001,108.599,117.482,128.757,140.031,154.656,164.323,178.4,189.946,206.835,222.333,239.614,255.257,270.678,287.03,304.369,322.756
TUR,Turkey,Unemployment rate,Percent of total labor force,,,6.497,8.335,10.333,10.495,10.25,10.592,10.212,10.244,10.945,14.028,11.887,9.792,9.208,9.728,10.164,10.598,10.598,10.598,10.598,10.598
TUR,Turkey,Population,Persons,Millions,,64.252,65.133,66.008,66.873,67.723,68.566,69.395,70.215,71.095,72.05,73.003,73.95,74.885,76.484,77.324,78.152,78.967,79.766,80.55,81.321
TKM,Turkmenistan,"Gross domestic product, constant prices",National currency,Billions,,8.441,10.163,11.765,13.776,15.8,17.861,19.82,22.011,25.257,26.806,29.261,33.575,37.3,41.086,45.482,51.151,56.04,60.429,65.139,70.521
TKM,Turkmenistan,"Inflation, average consumer prices",Index,,,155.764,173.882,189.103,199.668,211.419,234.058,253.151,268.996,308.105,299.872,313.215,329.744,347.265,370.355,391.589,415.085,439.99,466.389,494.372,524.035
TKM,Turkmenistan,Population,Persons,Millions,,4.643,4.72,4.794,4.867,4.945,5.024,5.104,5.186,5.269,5.353,5.439,5.526,5.614,5.704,5.796,5.888,5.982,6.078,6.175,6.274
TUV,Tuvalu,"Gross domestic product, constant prices",National currency,Billions,,0.029,0.029,0.031,0.03,0.03,0.029,0.029,0.031,0.034,0.032,0.031,0.034,0.034,0.034,0.035,0.035,0.036,0.037,0.037,0.038
TUV,Tuvalu,"Inflation, average consumer prices",Index,,,100,101.531,106.659,109.767,112.368,115.988,120.847,123.609,136.518,136.131,133.609,134.278,136.181,139.693,143.388,147.341,151.362,155.382,159.618,163.738
TUV,Tuvalu,Population,Persons,Millions,,n/a,n/a,n/a,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.012
UGA,Uganda,"Gross domestic product, constant prices",National currency,Billions,,"10,296.76","11,199.32","11,989.65","12,728.07","13,466.73","14,814.40","15,858.72","17,137.54","18,924.65","19,706.99","20,928.03","22,221.55","22,838.45","24,214.52","25,755.04","27,497.59","29,453.14","31,566.56","33,862.65","36,357.07"
UGA,Uganda,"Inflation, average consumer prices",Index,,,77.929,79.427,79.189,86.086,89.242,96.919,103.901,110.212,123.483,139.626,145.173,172.287,196.436,207.12,220.135,234.002,246.458,258.781,271.72,285.306
UGA,Uganda,Population,Persons,Millions,,24.213,24.984,25.794,26.642,27.522,28.431,29.37,30.34,31.339,32.368,33.425,34.509,35.648,36.824,38.04,39.295,40.592,41.931,43.315,44.744
UKR,Ukraine,"Gross domestic product, constant prices",National currency,Billions,,428.871,468.445,492.804,539.621,604.915,623.062,669.169,720.025,736.586,627.571,653.302,687.232,688.28,688.622,n/a,n/a,n/a,n/a,n/a,n/a
UKR,Ukraine,"Inflation, average consumer prices",Index,,,"10,871,697.12","12,171,822.12","12,264,016.27","12,902,954.94","14,068,899.27","15,971,041.90","17,420,502.76","19,657,809.60","24,611,841.89","28,525,036.31","31,196,376.07","33,678,998.05","33,869,414.08","33,781,019.71",n/a,n/a,n/a,n/a,n/a,n/a
UKR,Ukraine,Unemployment rate,Percent of total labor force,,,11.483,10.789,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.411,n/a,n/a,n/a,n/a,n/a,n/a
UKR,Ukraine,Population,Persons,Millions,,49.115,48.664,48.241,47.823,47.442,47.101,46.749,46.466,46.192,45.963,45.783,45.598,45.453,45.373,n/a,n/a,n/a,n/a,n/a,n/a
ARE,United Arab Emirates,"Gross domestic product, constant prices",National currency,Billions,,640.883,652.734,668.618,727.46,797.052,835.75,917.965,947.197,977.43,930.475,946.021,982.725,"1,025.62","1,074.40","1,121.20","1,168.15","1,213.96","1,262.13","1,313.42","1,367.99"
ARE,United Arab Emirates,"Inflation, average consumer prices",Index,,,142.9,146.901,151.188,155.904,163.763,173.909,190.057,211.206,237.081,240.78,242.894,245.019,246.648,249.366,254.948,261.42,268.654,276.962,286.35,297.391
ARE,United Arab Emirates,Population,Persons,Millions,,2.995,3.167,3.349,3.551,3.761,4.106,5.012,6.219,8.074,8.2,8.264,8.512,8.768,9.031,9.302,9.581,9.856,10.139,10.43,10.749
GBR,United Kingdom,"Gross domestic product, constant prices",National currency,Billions,,"1,262.63","1,290.22","1,319.83","1,371.95","1,415.48","1,461.27","1,501.53","1,552.99","1,541.04","1,461.36","1,485.62","1,502.22","1,505.99","1,532.43","1,576.54","1,615.36","1,653.36","1,690.65","1,731.71","1,773.99"
GBR,United Kingdom,"Inflation, average consumer prices",Index,,,93.05,94.2,95.383,96.683,97.983,99.992,102.325,104.7,108.483,110.833,114.475,119.608,122.983,126.125,128.521,130.963,133.452,136.121,138.843,141.62
GBR,United Kingdom,Unemployment rate,Percent of total labor force,,,5.45,5.1,5.2,5.025,4.75,4.875,5.45,5.35,5.725,7.65,7.85,8.1,7.95,7.604,6.931,6.577,6.278,6.1,5.7,5.5
GBR,United Kingdom,Employment,Persons,Millions,,27.484,27.711,27.92,28.183,28.481,28.77,29.025,29.228,29.44,28.96,29.019,29.166,29.519,29.896,30.388,30.725,n/a,n/a,n/a,n/a
GBR,United Kingdom,Population,Persons,Millions,,58.886,59.113,59.319,59.552,59.842,60.235,60.584,60.986,61.398,61.792,62.262,63.285,63.705,64.087,64.511,64.938,65.386,65.825,66.266,66.697
USA,United States,"Gross domestic product, constant prices",National currency,Billions,,"12,565.18","12,684.45","12,909.73","13,270.03","13,774.00","14,235.58","14,615.20","14,876.80","14,833.58","14,417.93","14,779.35","15,052.38","15,470.73","15,761.30","16,197.56","16,675.94","17,181.92","17,681.17","18,139.66","18,541.99"
USA,United States,"Inflation, average consumer prices",Index,,,172.192,177.042,179.867,184,188.908,195.267,201.558,207.344,215.254,214.565,218.08,224.932,229.599,232.96,236.226,240.016,244.361,249.214,254.149,259.307
USA,United States,Unemployment rate,Percent of total labor force,,,3.967,4.742,5.783,5.992,5.542,5.083,4.608,4.617,5.8,9.283,9.625,8.933,8.075,7.35,6.384,6.229,6.061,5.818,5.551,5.5
USA,United States,Employment,Persons,Millions,,136.901,136.939,136.481,137.729,139.24,141.71,144.418,146.05,145.373,139.894,139.076,139.879,142.466,143.93,145.871,147.486,n/a,n/a,n/a,n/a
USA,United States,Population,Persons,Millions,,282.296,285.216,288.019,290.733,293.389,296.115,298.93,301.903,304.718,307.374,309.733,311.941,314.154,316.373,318.814,321.315,323.836,326.377,328.938,331.518
URY,Uruguay,"Gross domestic product, constant prices",National currency,Billions,,414.169,399.836,371.643,380.292,397.936,425.018,442.438,471.38,505.207,516.552,562.768,599.521,623.114,649.309,667.398,687.389,709.917,735.55,763.48,792.537
URY,Uruguay,"Inflation, average consumer prices",Index,,,42.3,44.147,50.313,60.063,65.563,68.645,73.037,78.963,85.183,91.199,97.308,105.183,113.701,123.451,133.683,144.378,155.259,166.056,176.888,188.361
URY,Uruguay,Unemployment rate,Percent of total labor force,,,13.392,15.192,16.742,17.125,13.317,12.133,10.908,9.158,7.6,7.317,6.667,5.992,6.03,6.3,6.8,6.9,7,7.1,7.24,7.24
URY,Uruguay,Population,Persons,Millions,,3.301,3.308,3.309,3.304,3.302,3.306,3.314,3.324,3.334,3.345,3.357,3.369,3.381,3.392,3.404,3.416,3.427,3.439,3.45,3.461
UZB,Uzbekistan,"Gross domestic product, constant prices",National currency,Billions,,365.832,381.197,396.445,413.096,443.665,474.722,510.326,558.807,609.099,658.436,714.403,773.699,837.142,904.113,967.401,"1,030.28","1,092.10","1,152.17","1,215.53","1,282.39"
UZB,Uzbekistan,"Inflation, average consumer prices",Index,,,547.565,696.781,886.937,989.568,"1,054.86","1,160.81","1,325.89","1,488.75","1,678.52","1,914.86","2,094.46","2,362.94","2,647.86","2,944.56","3,268.11","3,628.98","4,029.69","4,472.96","4,964.98","5,511.13"
UZB,Uzbekistan,Population,Persons,Millions,,24.908,25.211,25.523,25.802,26.116,26.408,26.759,27.167,27.553,28,28.5,29.1,29.746,30.241,30.604,30.971,31.343,31.719,32.1,32.485
VUT,Vanuatu,"Gross domestic product, constant prices",National currency,Billions,,42.854,41.398,39.246,40.929,42.561,44.819,48.611,51.126,54.425,56.224,57.143,57.842,58.858,60.506,62.624,65.442,68.387,71.327,74.323,77.296
VUT,Vanuatu,"Inflation, average consumer prices",Index,,,101.035,105.402,107.175,110.517,112.335,113.548,115.858,120.227,125.248,131.797,135.415,136.422,138.28,140.043,142.496,145.849,149.861,154.209,158.601,162.883
VUT,Vanuatu,Population,Persons,Millions,,0.191,0.195,0.2,0.204,0.209,0.214,0.219,0.224,0.229,0.234,0.239,0.245,0.25,0.266,0.273,0.279,0.285,0.292,0.298,0.305
VEN,Venezuela,"Gross domestic product, constant prices",National currency,Billions,,41.013,42.405,38.65,35.653,42.172,46.524,51.117,55.591,58.525,56.651,55.808,58.138,61.409,62.023,61.713,61.096,61.707,62.324,62.947,63.577
VEN,Venezuela,"Inflation, average consumer prices",Index,,,25.897,29.142,35.679,46.772,56.944,66.029,75.044,89.08,116.133,147.583,189.183,238.542,288.8,406.371,612.362,844.918,"1,972.21","2,909.00","3,927.16","5,105.30"
VEN,Venezuela,Unemployment rate,Percent of total labor force,,,14.008,13.358,15.996,18.188,15.067,12.242,9.958,8.492,7.354,7.879,8.508,8.204,7.823,9.213,11.193,13.326,14.643,15.94,17.218,20.509
VEN,Venezuela,Population,Persons,Millions,,24.06,24.541,25.018,25.51,25.987,26.48,26.835,27.284,27.733,28.182,28.631,29.072,29.517,29.985,30.457,30.933,31.416,31.907,32.407,32.915
VNM,Vietnam,"Gross domestic product, constant prices",National currency,Billions,,"1,115,369.05","1,192,272.65","1,276,689.26","1,370,413.27","1,477,160.85","1,588,645.95","1,699,501.27","1,820,667.10","1,923,749.39","2,027,590.91","2,157,828.50","2,292,483.37","2,412,778.38","2,543,584.09","2,686,024.80","2,839,128.21","3,003,797.65","3,181,021.71","3,371,883.01","3,574,195.99"
VNM,Vietnam,"Inflation, average consumer prices",Index,,,79.775,79.528,82.771,85.505,92.256,100,107.503,116.478,143.403,153.035,167.126,198.341,216.396,230.668,245.2,260.402,276.156,292.035,307.805,323.657
VNM,Vietnam,Unemployment rate,Percent of total labor force,,,6.42,6.28,6.01,5.78,5.6,5.31,4.82,4.64,4.65,4.6,4.29,4.513,4.468,4.424,4.424,4.424,4.424,4.424,4.424,4.424
VNM,Vietnam,Population,Persons,Millions,,77.635,78.686,79.727,80.899,82.032,82.392,83.311,84.219,85.119,86.025,86.933,87.84,88.762,89.691,90.63,91.578,92.537,93.505,94.484,95.473
YEM,Yemen,"Gross domestic product, constant prices",National currency,Billions,,256.715,266.48,276.966,287.345,298.76,315.466,325.468,336.334,348.602,362.079,389.968,340.384,348.529,363.85,382.32,399.277,414.779,430.865,448.601,469.489
YEM,Yemen,"Inflation, average consumer prices",Index,,,100,111.916,125.613,139.218,156.607,172.059,190.719,205.795,244.847,253.845,282.212,337.367,370.716,411.93,454.603,498.953,544.993,592.486,641.156,690.619
YEM,Yemen,Population,Persons,Millions,,17.937,18.506,19.094,19.702,20.329,20.975,21.622,22.29,22.978,23.687,24.398,25.13,25.884,26.66,27.46,28.284,29.132,29.977,30.816,31.648
ZMB,Zambia,"Gross domestic product, constant prices",National currency,Billions,,10.121,10.617,10.969,11.531,12.154,12.804,13.601,14.443,15.264,16.241,17.479,18.673,20.027,21.237,22.791,24.408,26.065,27.791,29.538,31.301
ZMB,Zambia,"Inflation, average consumer prices",Index,,,25.255,30.649,37.465,45.483,53.655,63.488,69.213,76.587,86.122,97.655,105.956,115.13,122.7,131.263,140.451,148.878,156.694,164.529,172.755,181.393
ZMB,Zambia,Population,Persons,Millions,,10.101,10.362,10.625,10.895,11.175,11.47,11.782,12.11,12.457,12.825,13.217,13.634,14.075,14.539,15.021,15.52,16.034,16.564,17.111,17.673
ZWE,Zimbabwe,"Gross domestic product, constant prices",National currency,Billions,,14.642,14.551,13.428,11.21,10.486,9.68,9.334,9.021,7.54,8.157,9.085,10.167,11.241,11.573,12.064,12.603,13.209,13.753,14.303,14.875
ZWE,Zimbabwe,"Inflation, average consumer prices",Index,,,100,62.802,41.17,37.644,80.396,55.053,73.207,19.964,51.3,54.489,56.148,58.097,60.258,61.241,62.138,63.21,64.474,66.086,67.738,69.431
ZWE,Zimbabwe,Population,Persons,Millions,,11.693,11.663,11.632,11.64,11.73,11.83,12.01,12.04,12.12,12.23,12.34,12.653,12.974,13.117,13.261,13.407,13.554,13.703,13.854,14.006
